Stock Code,Company,Board,Listing Date,Amount Raised (RM),Shares Listed,Listing Price (RM),First Day Closing Price (RM),First Day Closing vs Listing Price Premium / Discount (%),Current Closing Price (RM),First Day Closing Market Capitalisation (RM),Current Closing Market Capitalisation (RM),Current Market Cap vs First Day Closing Market Cap (%),Adviser / managing underwriter
0311,GO HUB CAPITAL BERHAD,ACE MARKET,03/07/2024,"37,513,000","400,000,000",0.350,0.950,171.43,1.120,"380,000,000","448,000,000",17.89,UOB KAY HIAN SECURITIES (M) SDN BHD
0312,OCEAN FRESH BERHAD,ACE MARKET,04/07/2024,"14,014,000","210,146,000",0.280,0.770,175.00,0.305,"161,812,420","64,094,530",-60.39,KAF Investment Bank Berhad
5323,JOHOR PLANTATIONS GROUP BERHAD,MAIN MARKET,09/07/2024,"735,000,000","2,500,000,000",0.840,0.900,7.14,1.030,"2,250,000,000","2,575,000,000",14.44,RHB Investment Bank Berhad
0313,BWYS GROUP BERHAD,ACE MARKET,22/07/2024,"78,386,660","1,025,213,000",0.220,0.350,59.09,0.235,"358,824,550","240,925,055",-32.86,M&A SECURITIES SDN BHD
5325,WELL CHIP GROUP BERHAD,MAIN MARKET,23/07/2024,"172,500,000","600,000,000",1.150,1.720,49.57,1.370,"1,032,000,000","822,000,000",20.35,Kenanga Investment Bank Berhad
0315,KUCINGKO BERHAD,ACE MARKET,26/07/2024,"60,000,000","500,000,000",0.300,0.570,90.00,0.310,"285,000,000","155,000,000",-45.61,KENANGA INVESTMENT BANK BERHAD
0316,SIK CHEONG BERHAD,ACE MARKET,13/08/2024,"23,220,000","266,000,000",0.270,0.360,33.33,0.210,"95,760,000","55,860,000",-41.67,TA SECURITIES HOLDINGS BERHAD
0318,ELRIDGE ENERGY HOLDINGS BERHAD,ACE MARKET,22/08/2024,"203,000,000","2,000,000,000",0.290,0.400,37.93,0.385,"800,000,000","770,000,000",-3.75,KAF Investment Bank Berhad
0317,EPB GROUP BERHAD,ACE MARKET,23/08/2024,"62,479,200","372,000,002",0.560,0.620,10.71,0.600,"230,640,001","223,200,001",-3.23,Malacca Securities Sdn Bhd
0319,VETECE HOLDINGS BERHAD,ACE MARKET,28/08/2024,"34,300,000","392,000,000",0.250,0.405,62.00,0.350,"158,760,000","137,200,000",-13.58,KENANGA INVESTMENT BANK BERHAD
0320,STEEL HAWK BERHAD,ACE MARKET,05/09/2024,"13,500,000","490,000,000",0.150,0.345,130.00,0.335,"169,050,000","164,150,000",-2.90,UOB KAY HIAN SECURITIES (M) SDN BHD
5326,99 SPEED MART RETAIL HOLDINGS BERHAD,MAIN MARKET,09/09/2024,"2,356,200,000","8,400,000,000",1.650,1.880,13.94,2.470,"15,792,000,000","20,748,000,000",31.38,CIMB Investment Bank Berhad
0321,SOLAR DISTRICT COOLING GROUP BERHAD,ACE MARKET,19/09/2024,"45,094,600","423,822,460",0.380,0.505,32.89,0.465,"214,030,342","197,077,444",-7.92,MERCURY SECURITIES SDN BHD
0322,KHPT HOLDINGS BERHAD,ACE MARKET,08/10/2024,"29,374,180","402,386,413",0.200,0.215,7.50,0.175,"86,513,079","70,417,622",-18.60,KAF INVESTMENT BANK BERHAD
0323,CREST GROUP BERHAD,ACE MARKET,09/10/2024,"82,108,355","865,598,000",0.350,0.350,0.00,0.300,"302,959,300","259,679,400",-14.29,MIDF AMANAH INVESTMENT BANK BERHAD
03059,AUTORIS GROUP HOLDINGS BERHAD,LEAP MARKET,10/10/2024,"7,810,000","372,100,001",0.100,0.500,400.00,0.500,"186,050,001","186,050,001",0.00,WYNCORP ADVISORY SDN BHD
0325,NORTHEAST GROUP BERHAD,ACE MARKET,15/10/2024,"110,394,500","740,000,000",0.500,0.505,1.00,0.475,"373,700,000","351,500,000",-5.94,AFFIN HWANG INVESTMENT BANK BERHAD
