Stock Code,Company,Board,Listing Date,Amount Raised (RM),Shares Listed,Listing Price (RM),First Day Closing Price (RM),First Day Closing vs Listing Price Premium / Discount (%),Current Closing Price (RM),First Day Closing Market Capitalisation (RM),Current Closing Market Capitalisation (RM),Current Market Cap vs First Day Closing Market Cap (%),Adviser / managing underwriter
0315,KUCINGKO BERHAD,ACE MARKET,26/07/2024,"60,000,000","500,000,000",0.300,0.570,90.00,0.320,"285,000,000","160,000,000",-43.86,KENANGA INVESTMENT BANK BERHAD
0316,SIK CHEONG BERHAD,ACE MARKET,13/08/2024,"23,220,000","266,000,000",0.270,0.360,33.33,0.210,"95,760,000","55,860,000",-41.67,TA SECURITIES HOLDINGS BERHAD
0318,ELRIDGE ENERGY HOLDINGS BERHAD,ACE MARKET,22/08/2024,"203,000,000","2,000,000,000",0.290,0.400,37.93,0.385,"800,000,000","770,000,000",-3.75,KAF Investment Bank Berhad
0317,EPB GROUP BERHAD,ACE MARKET,23/08/2024,"62,479,200","372,000,002",0.560,0.620,10.71,0.570,"230,640,001","212,040,001",-8.06,Malacca Securities Sdn Bhd
0319,VETECE HOLDINGS BERHAD,ACE MARKET,28/08/2024,"34,300,000","392,000,000",0.250,0.405,62.00,0.345,"158,760,000","135,240,000",-14.81,KENANGA INVESTMENT BANK BERHAD
0320,STEEL HAWK BERHAD,ACE MARKET,05/09/2024,"13,500,000","490,000,000",0.150,0.345,130.00,0.310,"169,050,000","151,900,000",-10.14,UOB KAY HIAN SECURITIES (M) SDN BHD
5326,99 SPEED MART RETAIL HOLDINGS BERHAD,MAIN MARKET,09/09/2024,"2,356,200,000","8,400,000,000",1.650,1.880,13.94,2.490,"15,792,000,000","20,916,000,000",32.45,CIMB Investment Bank Berhad
0321,SOLAR DISTRICT COOLING GROUP BERHAD,ACE MARKET,19/09/2024,"45,094,600","423,822,460",0.380,0.505,32.89,0.470,"214,030,342","199,196,556",-6.93,MERCURY SECURITIES SDN BHD
0322,KHPT HOLDINGS BERHAD,ACE MARKET,08/10/2024,"29,374,180","402,386,413",0.200,0.215,7.50,0.205,"86,513,079","82,489,215",-4.65,KAF INVESTMENT BANK BERHAD
0323,CREST GROUP BERHAD,ACE MARKET,09/10/2024,"82,108,355","865,598,000",0.350,0.350,0.00,0.350,"302,959,300","302,959,300",0.00,MIDF AMANAH INVESTMENT BANK BERHAD
