Stock Code,Company,Board,Listing Date,Amount Raised (RM),Shares Listed,Listing Price (RM),First Day Closing Price (RM),First Day Closing vs Listing Price Premium / Discount (%),Current Closing Price (RM),First Day Closing Market Capitalisation (RM),Current Closing Market Capitalisation (RM),Current Market Cap vs First Day Closing Market Cap (%),Adviser / managing underwriter
0309,AGRICORE CS HOLDINGS BERHAD,ACE MARKET,21/06/2024,"25,857,000","202,800,000",0.500,0.875,75.00,0.545,"177,450,000","110,526,000",-37.71,M & A SECURITIES SDN BHD
0310,UUE HOLDINGS BERHAD,ACE MARKET,02/07/2024,"38,967,600","608,292,000",0.240,0.695,189.58,0.650,"422,762,940","395,389,800",-6.47,M & A SECURITIES SDN BHD
0311,GO HUB CAPITAL BERHAD,ACE MARKET,03/07/2024,"37,513,000","400,000,000",0.350,0.950,171.43,1.270,"380,000,000","508,000,000",33.68,UOB KAY HIAN SECURITIES (M) SDN BHD
0312,OCEAN FRESH BERHAD,ACE MARKET,04/07/2024,"14,014,000","210,146,000",0.280,0.770,175.00,0.370,"161,812,420","77,754,020",-51.95,KAF Investment Bank Berhad
5323,JOHOR PLANTATIONS GROUP BERHAD,MAIN MARKET,09/07/2024,"735,000,000","2,500,000,000",0.840,0.900,7.14,0.970,"2,250,000,000","2,425,000,000",7.78,RHB Investment Bank Berhad
0313,BWYS GROUP BERHAD,ACE MARKET,22/07/2024,"78,386,660","1,025,213,000",0.220,0.350,59.09,0.245,"358,824,550","251,177,185",-30.00,M&A SECURITIES SDN BHD
5325,WELL CHIP GROUP BERHAD,MAIN MARKET,23/07/2024,"172,500,000","600,000,000",1.150,1.720,49.57,1.540,"1,032,000,000","924,000,000",-10.47,Kenanga Investment Bank Berhad
0315,KUCINGKO BERHAD,ACE MARKET,26/07/2024,"60,000,000","500,000,000",0.300,0.570,90.00,0.315,"285,000,000","157,500,000",-44.74,KENANGA INVESTMENT BANK BERHAD
0316,SIK CHEONG BERHAD,ACE MARKET,13/08/2024,"23,220,000","266,000,000",0.270,0.360,33.33,0.225,"95,760,000","59,850,000",-37.50,TA SECURITIES HOLDINGS BERHAD
0318,ELRIDGE ENERGY HOLDINGS BERHAD,ACE MARKET,22/08/2024,"203,000,000","2,000,000,000",0.290,0.400,37.93,0.420,"800,000,000","840,000,000",5.00,KAF Investment Bank Berhad
0317,EPB GROUP BERHAD,ACE MARKET,23/08/2024,"62,479,200","372,000,002",0.560,0.620,10.71,0.590,"230,640,001","219,480,001",-4.84,Malacca Securities Sdn Bhd
0319,VETECE HOLDINGS BERHAD,ACE MARKET,28/08/2024,"34,300,000","392,000,000",0.250,0.405,62.00,0.400,"158,760,000","156,800,000",-1.23,KENANGA INVESTMENT BANK BERHAD
